filename,num_taxa,msa_length,median_seq_length
3066_NT_AL_AA.fasta.zip,181,490,488
3067_NT_AL_AA.fasta.zip,185,670,654
3068_NT_AL_AA.fasta.zip,186,268,236.0
3069_NT_AL_AA.fasta.zip,184,1311,1268.0
306_NT_AL_AA.fasta.zip,182,320,320.0
3070_NT_AL_AA.fasta.zip,186,855,834.0
3071_NT_AL_AA.fasta.zip,188,1135,1130.0
3073_NT_AL_AA.fasta.zip,185,536,521
3074_NT_AL_AA.fasta.zip,174,502,491.0
3075_NT_AL_AA.fasta.zip,95,2173,1196
3077_NT_AL_AA.fasta.zip,176,360,331.0
307_NT_AL_AA.fasta.zip,189,320,319
30811_NT_AL_AA.fasta.zip,174,756,702.0
30812_NT_AL_AA.fasta.zip,175,478,450
30813_NT_AL_AA.fasta.zip,172,388,363.0
30815_NT_AL_AA.fasta.zip,189,330,323
30818_NT_AL_AA.fasta.zip,183,253,251
30819_NT_AL_AA.fasta.zip,187,274,269
3081_NT_AL_AA.fasta.zip,189,447,445
30820_NT_AL_AA.fasta.zip,185,209,207
30827_NT_AL_AA.fasta.zip,187,686,656
3082_NT_AL_AA.fasta.zip,182,733,729.0
30833_NT_AL_AA.fasta.zip,181,200,191
30834_NT_AL_AA.fasta.zip,168,124,123.0
30836_NT_AL_AA.fasta.zip,189,1008,753
30837_NT_AL_AA.fasta.zip,174,701,634.5
3083_NT_AL_AA.fasta.zip,180,709,634.0
30844_NT_AL_AA.fasta.zip,181,541,541
30845_NT_AL_AA.fasta.zip,189,535,535
30846_NT_AL_AA.fasta.zip,177,612,543
30849_NT_AL_AA.fasta.zip,184,1361,1358.0
3084_NT_AL_AA.fasta.zip,115,898,843
30850_NT_AL_AA.fasta.zip,187,478,465
30851_NT_AL_AA.fasta.zip,188,124,124.0
3087_NT_AL_AA.fasta.zip,181,284,266
308_NT_AL_AA.fasta.zip,167,324,321
3090_NT_AL_AA.fasta.zip,181,772,719
3091_NT_AL_AA.fasta.zip,186,860,823.0
3092_NT_AL_AA.fasta.zip,183,1052,1037
3093_NT_AL_AA.fasta.zip,183,204,198
3094_NT_AL_AA.fasta.zip,180,128,126.0
30968_NT_AL_AA.fasta.zip,189,356,356
3096_NT_AL_AA.fasta.zip,187,2830,2672
3097_NT_AL_AA.fasta.zip,189,2542,2440
3098_NT_AL_AA.fasta.zip,183,894,894
3099_NT_AL_AA.fasta.zip,183,923,917
309_NT_AL_AA.fasta.zip,188,675,673.0
30_NT_AL_AA.fasta.zip,157,435,424
3101_NT_AL_AA.fasta.zip,189,933,924
3104_NT_AL_AA.fasta.zip,189,715,686
3108_NT_AL_AA.fasta.zip,187,269,260
3109_NT_AL_AA.fasta.zip,183,266,263
310_NT_AL_AA.fasta.zip,184,534,484.0
3110_NT_AL_AA.fasta.zip,161,460,396
3112_NT_AL_AA.fasta.zip,113,275,270
311_NT_AL_AA.fasta.zip,187,573,503
312_NT_AL_AA.fasta.zip,186,373,352.0
3131_NT_AL_AA.fasta.zip,189,303,295
313_NT_AL_AA.fasta.zip,185,581,570
3140_NT_AL_AA.fasta.zip,151,323,294
3141_NT_AL_AA.fasta.zip,185,865,789
3142_NT_AL_AA.fasta.zip,179,572,470
3145_NT_AL_AA.fasta.zip,188,367,360.0
3146_NT_AL_AA.fasta.zip,168,217,215.0
3148_NT_AL_AA.fasta.zip,176,229,210.0
3149_NT_AL_AA.fasta.zip,173,205,200
314_NT_AL_AA.fasta.zip,140,772,756.0
3150_NT_AL_AA.fasta.zip,154,103,94.0
3151_NT_AL_AA.fasta.zip,159,92,90
3155_NT_AL_AA.fasta.zip,188,337,324.0
3156_NT_AL_AA.fasta.zip,186,894,888.0
3157_NT_AL_AA.fasta.zip,184,521,520.0
3158_NT_AL_AA.fasta.zip,182,515,505.0
3159_NT_AL_AA.fasta.zip,181,118,107
3161_NT_AL_AA.fasta.zip,181,966,709
3162_NT_AL_AA.fasta.zip,186,304,288.0
3163_NT_AL_AA.fasta.zip,188,323,316.0
3164_NT_AL_AA.fasta.zip,186,634,598.0
3166_NT_AL_AA.fasta.zip,137,402,344
3167_NT_AL_AA.fasta.zip,178,282,273.0
3169_NT_AL_AA.fasta.zip,187,500,468
3170_NT_AL_AA.fasta.zip,182,500,463.0
3171_NT_AL_AA.fasta.zip,187,400,350
3172_NT_AL_AA.fasta.zip,189,483,472
3174_NT_AL_AA.fasta.zip,185,465,456
3175_NT_AL_AA.fasta.zip,181,484,465
317649_NT_AL_AA.fasta.zip,186,172,166.0
317662_NT_AL_AA.fasta.zip,188,597,574.0
317671_NT_AL_AA.fasta.zip,184,161,156.0
3176_NT_AL_AA.fasta.zip,177,294,292
317719_NT_AL_AA.fasta.zip,176,608,608.0
317761_NT_AL_AA.fasta.zip,185,610,579
317762_NT_AL_AA.fasta.zip,161,449,416
317781_NT_AL_AA.fasta.zip,165,705,608
3177_NT_AL_AA.fasta.zip,185,470,446
3178_NT_AL_AA.fasta.zip,169,383,373
317_NT_AL_AA.fasta.zip,185,1262,1249
3181_NT_AL_AA.fasta.zip,187,358,353
3182_NT_AL_AA.fasta.zip,185,355,329
3183_NT_AL_AA.fasta.zip,183,356,307
3184_NT_AL_AA.fasta.zip,183,374,350
3185_NT_AL_AA.fasta.zip,169,422,414
3187_NT_AL_AA.fasta.zip,177,494,472
3188_NT_AL_AA.fasta.zip,171,449,449
3189_NT_AL_AA.fasta.zip,188,358,346.0
318_NT_AL_AA.fasta.zip,186,149,147.0
319089_NT_AL_AA.fasta.zip,167,1923,1710
3190_NT_AL_AA.fasta.zip,185,467,464
3191_NT_AL_AA.fasta.zip,183,628,623
3192_NT_AL_AA.fasta.zip,184,857,825.0
3195_NT_AL_AA.fasta.zip,179,375,329
3196_NT_AL_AA.fasta.zip,179,301,284
3198_NT_AL_AA.fasta.zip,189,346,334
3199_NT_AL_AA.fasta.zip,181,386,373
319_NT_AL_AA.fasta.zip,161,333,278
31_NT_AL_AA.fasta.zip,185,2352,2346
3200_NT_AL_AA.fasta.zip,187,499,443
3201_NT_AL_AA.fasta.zip,173,375,318
3202_NT_AL_AA.fasta.zip,174,385,381.0
3203_NT_AL_AA.fasta.zip,171,238,233
3204_NT_AL_AA.fasta.zip,178,243,231.0
3205_NT_AL_AA.fasta.zip,179,300,272
3206_NT_AL_AA.fasta.zip,179,487,407
3207_NT_AL_AA.fasta.zip,188,362,311.0
3208_NT_AL_AA.fasta.zip,183,194,193
3209_NT_AL_AA.fasta.zip,175,417,385
320_NT_AL_AA.fasta.zip,182,919,821.0
3211_NT_AL_AA.fasta.zip,187,345,301
3212_NT_AL_AA.fasta.zip,181,383,350
3213_NT_AL_AA.fasta.zip,180,474,427.5
3214_NT_AL_AA.fasta.zip,176,265,251.0
3215_NT_AL_AA.fasta.zip,175,281,269
3216_NT_AL_AA.fasta.zip,179,228,224
3217_NT_AL_AA.fasta.zip,180,228,217.0
3218_NT_AL_AA.fasta.zip,157,256,243
3219_NT_AL_AA.fasta.zip,163,255,250
321_NT_AL_AA.fasta.zip,186,785,749.0
3221_NT_AL_AA.fasta.zip,170,268,264.0
3222_NT_AL_AA.fasta.zip,173,222,222
3223_NT_AL_AA.fasta.zip,181,235,235
3224_NT_AL_AA.fasta.zip,178,242,242.0
3225_NT_AL_AA.fasta.zip,172,260,260.0
3226_NT_AL_AA.fasta.zip,180,353,342.0
3227_NT_AL_AA.fasta.zip,178,319,304.0
3228_NT_AL_AA.fasta.zip,116,291,280.0
3229_NT_AL_AA.fasta.zip,178,362,329.0
322_NT_AL_AA.fasta.zip,188,731,707.0
3231_NT_AL_AA.fasta.zip,178,360,324.0
3232_NT_AL_AA.fasta.zip,185,453,432
3233_NT_AL_AA.fasta.zip,183,276,254
3234_NT_AL_AA.fasta.zip,169,319,276
3235_NT_AL_AA.fasta.zip,177,444,334
3236_NT_AL_AA.fasta.zip,178,340,340.0
3237_NT_AL_AA.fasta.zip,166,375,336.0
3238_NT_AL_AA.fasta.zip,185,282,270
3239_NT_AL_AA.fasta.zip,166,361,341.0
323_NT_AL_AA.fasta.zip,184,768,753.0
3242_NT_AL_AA.fasta.zip,185,398,393
3248_NT_AL_AA.fasta.zip,188,267,266.0
3249_NT_AL_AA.fasta.zip,188,424,412.0
324_NT_AL_AA.fasta.zip,186,2883,2821.0
3251_NT_AL_AA.fasta.zip,176,216,215.0
3257_NT_AL_AA.fasta.zip,187,752,693
326340_NT_AL_AA.fasta.zip,170,431,334.0
3263_NT_AL_AA.fasta.zip,187,477,461
3265_NT_AL_AA.fasta.zip,181,190,189
326624_NT_AL_AA.fasta.zip,130,237,223.0
326625_NT_AL_AA.fasta.zip,189,248,235
3266_NT_AL_AA.fasta.zip,172,246,227.0
3267_NT_AL_AA.fasta.zip,187,614,579
3268_NT_AL_AA.fasta.zip,190,540,486.0
3269_NT_AL_AA.fasta.zip,188,504,486.0
326_NT_AL_AA.fasta.zip,183,615,529
3270_NT_AL_AA.fasta.zip,172,1724,660.0
3273_NT_AL_AA.fasta.zip,177,945,499
3274_NT_AL_AA.fasta.zip,185,405,389
3275_NT_AL_AA.fasta.zip,182,438,424.0
3276_NT_AL_AA.fasta.zip,183,371,371
327_NT_AL_AA.fasta.zip,188,738,729.0
3280_NT_AL_AA.fasta.zip,185,307,280
3281_NT_AL_AA.fasta.zip,171,78,76
328_NT_AL_AA.fasta.zip,187,328,318
3290_NT_AL_AA.fasta.zip,181,296,292
3291_NT_AL_AA.fasta.zip,182,442,398.0
3292_NT_AL_AA.fasta.zip,181,295,287
3293_NT_AL_AA.fasta.zip,182,308,304.0
3294_NT_AL_AA.fasta.zip,183,372,363
3295_NT_AL_AA.fasta.zip,180,771,736.0
3297_NT_AL_AA.fasta.zip,187,574,549
3298_NT_AL_AA.fasta.zip,178,547,534.0
329_NT_AL_AA.fasta.zip,149,607,597
32_NT_AL_AA.fasta.zip,184,2467,2441.0
3300_NT_AL_AA.fasta.zip,190,381,321.5
3301_NT_AL_AA.fasta.zip,176,400,397.0
3306_NT_AL_AA.fasta.zip,186,640,636.0
3308_NT_AL_AA.fasta.zip,189,854,839
3309_NT_AL_AA.fasta.zip,187,664,654
3312_NT_AL_AA.fasta.zip,184,658,646.0
3313_NT_AL_AA.fasta.zip,187,680,679
3315_NT_AL_AA.fasta.zip,184,214,203.0
3316_NT_AL_AA.fasta.zip,178,186,182.0
331_NT_AL_AA.fasta.zip,179,499,497
3320_NT_AL_AA.fasta.zip,169,741,733
3321_NT_AL_AA.fasta.zip,180,1494,1205.0
3326_NT_AL_AA.fasta.zip,186,745,724.0
3329_NT_AL_AA.fasta.zip,183,588,573
332_NT_AL_AA.fasta.zip,182,145,142.0
3337_NT_AL_AA.fasta.zip,177,345,340
3338_NT_AL_AA.fasta.zip,182,247,228.0
333926_NT_AL_AA.fasta.zip,186,528,503.0
333929_NT_AL_AA.fasta.zip,180,304,286.0
3339_NT_AL_AA.fasta.zip,185,4666,4359
333_NT_AL_AA.fasta.zip,179,702,651
3340_NT_AL_AA.fasta.zip,186,890,882.0
3344_NT_AL_AA.fasta.zip,185,446,436
334_NT_AL_AA.fasta.zip,188,816,750.0
3350_NT_AL_AA.fasta.zip,188,432,422.0
3351_NT_AL_AA.fasta.zip,186,405,389.0
3352_NT_AL_AA.fasta.zip,189,382,377
3355_NT_AL_AA.fasta.zip,187,366,366
3356_NT_AL_AA.fasta.zip,186,487,470.0
3357_NT_AL_AA.fasta.zip,189,488,480
3358_NT_AL_AA.fasta.zip,168,478,458.0
3359_NT_AL_AA.fasta.zip,187,490,483
335_NT_AL_AA.fasta.zip,187,271,265
3360_NT_AL_AA.fasta.zip,188,382,371.0
3361_NT_AL_AA.fasta.zip,186,365,356.0
3362_NT_AL_AA.fasta.zip,183,460,439
3363_NT_AL_AA.fasta.zip,174,446,435.0
3364_NT_AL_AA.fasta.zip,183,279,278
336_NT_AL_AA.fasta.zip,180,102,100.0
3371_NT_AL_AA.fasta.zip,183,2695,2200
3373_NT_AL_AA.fasta.zip,154,452,442.0
3375_NT_AL_AA.fasta.zip,144,93,89.0
3376_NT_AL_AA.fasta.zip,179,1271,1261
337867_NT_AL_AA.fasta.zip,183,351,344
337876_NT_AL_AA.fasta.zip,163,906,882
337878_NT_AL_AA.fasta.zip,173,88,87
337879_NT_AL_AA.fasta.zip,169,64,63
337880_NT_AL_AA.fasta.zip,172,206,159.0
337_NT_AL_AA.fasta.zip,188,402,374.0
338094_NT_AL_AA.fasta.zip,177,591,573
3381_NT_AL_AA.fasta.zip,188,364,310.0
3382_NT_AL_AA.fasta.zip,179,520,487
338322_NT_AL_AA.fasta.zip,161,678,622
338323_NT_AL_AA.fasta.zip,161,1127,1080
338328_NT_AL_AA.fasta.zip,110,210,157.5
338376_NT_AL_AA.fasta.zip,171,199,189
338382_NT_AL_AA.fasta.zip,187,201,197
338398_NT_AL_AA.fasta.zip,147,340,294
3383_NT_AL_AA.fasta.zip,170,577,509.5
338440_NT_AL_AA.fasta.zip,145,777,722
3384_NT_AL_AA.fasta.zip,169,367,254
338557_NT_AL_AA.fasta.zip,185,368,358
338567_NT_AL_AA.fasta.zip,181,405,372
338596_NT_AL_AA.fasta.zip,180,403,379.5
338599_NT_AL_AA.fasta.zip,180,214,207.0
338645_NT_AL_AA.fasta.zip,175,354,336
338657_NT_AL_AA.fasta.zip,189,337,322
338661_NT_AL_AA.fasta.zip,157,237,215
338662_NT_AL_AA.fasta.zip,122,316,311.0
338667_NT_AL_AA.fasta.zip,140,814,778.5
338692_NT_AL_AA.fasta.zip,186,633,598.0
338699_NT_AL_AA.fasta.zip,164,524,514.5
338707_NT_AL_AA.fasta.zip,172,1142,1001.0
338761_NT_AL_AA.fasta.zip,184,245,238.0
338773_NT_AL_AA.fasta.zip,177,319,271
338811_NT_AL_AA.fasta.zip,181,133,131
338879_NT_AL_AA.fasta.zip,183,219,211
338917_NT_AL_AA.fasta.zip,188,390,361.0
338_NT_AL_AA.fasta.zip,185,4650,4455
339105_NT_AL_AA.fasta.zip,186,574,539.0
339122_NT_AL_AA.fasta.zip,177,211,209
339123_NT_AL_AA.fasta.zip,178,276,258.0
339145_NT_AL_AA.fasta.zip,179,287,265
339168_NT_AL_AA.fasta.zip,185,164,160
339175_NT_AL_AA.fasta.zip,176,385,371.0
339210_NT_AL_AA.fasta.zip,180,101,90.0
339221_NT_AL_AA.fasta.zip,178,429,412.5
339229_NT_AL_AA.fasta.zip,166,170,150.0
339230_NT_AL_AA.fasta.zip,181,290,252
339231_NT_AL_AA.fasta.zip,182,173,170.0
339287_NT_AL_AA.fasta.zip,182,629,614.0
339291_NT_AL_AA.fasta.zip,179,303,301
339302_NT_AL_AA.fasta.zip,186,162,160.0
339324_NT_AL_AA.fasta.zip,126,436,407.0
339344_NT_AL_AA.fasta.zip,167,454,385
339345_NT_AL_AA.fasta.zip,181,145,136
339366_NT_AL_AA.fasta.zip,179,481,457
339390_NT_AL_AA.fasta.zip,152,301,289.0
339398_NT_AL_AA.fasta.zip,185,601,593
339416_NT_AL_AA.fasta.zip,177,274,247
339448_NT_AL_AA.fasta.zip,182,257,210.5
339451_NT_AL_AA.fasta.zip,184,659,632.5
339453_NT_AL_AA.fasta.zip,171,175,173
339456_NT_AL_AA.fasta.zip,166,181,162.0
339479_NT_AL_AA.fasta.zip,170,766,766.0
339487_NT_AL_AA.fasta.zip,190,169,167.0
339488_NT_AL_AA.fasta.zip,177,465,435
3394_NT_AL_AA.fasta.zip,190,440,425.0
339501_NT_AL_AA.fasta.zip,158,312,303.0
339512_NT_AL_AA.fasta.zip,158,294,282.0
339541_NT_AL_AA.fasta.zip,181,408,398
339665_NT_AL_AA.fasta.zip,186,358,347.0
339669_NT_AL_AA.fasta.zip,175,291,263
3396_NT_AL_AA.fasta.zip,188,209,205.0
339745_NT_AL_AA.fasta.zip,186,392,392.0
339766_NT_AL_AA.fasta.zip,179,1728,1643
339768_NT_AL_AA.fasta.zip,183,1057,974
339778_NT_AL_AA.fasta.zip,182,206,201.0
339779_NT_AL_AA.fasta.zip,180,460,387.0
3397_NT_AL_AA.fasta.zip,184,157,154.0
339804_NT_AL_AA.fasta.zip,172,197,172.0
339829_NT_AL_AA.fasta.zip,184,957,941.0
339834_NT_AL_AA.fasta.zip,184,648,586.0
339855_NT_AL_AA.fasta.zip,190,670,658.0
339896_NT_AL_AA.fasta.zip,186,503,502.0
3398_NT_AL_AA.fasta.zip,173,134,134
339965_NT_AL_AA.fasta.zip,189,1139,1109
339976_NT_AL_AA.fasta.zip,174,479,468.0
339977_NT_AL_AA.fasta.zip,177,990,804
339983_NT_AL_AA.fasta.zip,160,298,286.0
3399_NT_AL_AA.fasta.zip,186,127,119.0
339_NT_AL_AA.fasta.zip,179,236,232
33_NT_AL_AA.fasta.zip,188,435,430.0
340024_NT_AL_AA.fasta.zip,181,635,634
340061_NT_AL_AA.fasta.zip,188,392,377.0
340075_NT_AL_AA.fasta.zip,187,588,571
3400_NT_AL_AA.fasta.zip,160,180,161.0
340120_NT_AL_AA.fasta.zip,178,516,513.0
340146_NT_AL_AA.fasta.zip,185,435,419
340152_NT_AL_AA.fasta.zip,181,551,450
340168_NT_AL_AA.fasta.zip,140,118,116.0
340260_NT_AL_AA.fasta.zip,157,599,526
340267_NT_AL_AA.fasta.zip,167,1157,1127
340273_NT_AL_AA.fasta.zip,167,1266,1241
340277_NT_AL_AA.fasta.zip,180,304,290.5
340348_NT_AL_AA.fasta.zip,186,287,282.0
340351_NT_AL_AA.fasta.zip,175,1000,882
340359_NT_AL_AA.fasta.zip,189,583,581
340371_NT_AL_AA.fasta.zip,183,523,499
340390_NT_AL_AA.fasta.zip,163,1726,1471
340393_NT_AL_AA.fasta.zip,165,211,205
340419_NT_AL_AA.fasta.zip,184,244,243.0
340481_NT_AL_AA.fasta.zip,187,266,265
340485_NT_AL_AA.fasta.zip,186,281,275.0
340526_NT_AL_AA.fasta.zip,163,698,532
340527_NT_AL_AA.fasta.zip,161,1182,1126
340533_NT_AL_AA.fasta.zip,185,1546,1514
340543_NT_AL_AA.fasta.zip,99,227,205
340547_NT_AL_AA.fasta.zip,180,550,379.0
340554_NT_AL_AA.fasta.zip,178,850,835.0
340562_NT_AL_AA.fasta.zip,114,798,248.0
340595_NT_AL_AA.fasta.zip,155,313,302
340596_NT_AL_AA.fasta.zip,177,221,220
340665_NT_AL_AA.fasta.zip,186,603,519.0
340706_NT_AL_AA.fasta.zip,185,762,748
340719_NT_AL_AA.fasta.zip,150,323,285.0
340745_NT_AL_AA.fasta.zip,181,555,538
340784_NT_AL_AA.fasta.zip,170,385,357.0
340895_NT_AL_AA.fasta.zip,165,2174,2078
340990_NT_AL_AA.fasta.zip,185,2977,2881
341019_NT_AL_AA.fasta.zip,142,1732,1611.0
341032_NT_AL_AA.fasta.zip,181,255,236
341208_NT_AL_AA.fasta.zip,181,1169,1159
341277_NT_AL_AA.fasta.zip,186,621,549.0
341346_NT_AL_AA.fasta.zip,161,361,318
341359_NT_AL_AA.fasta.zip,170,532,523.0
341405_NT_AL_AA.fasta.zip,181,338,311
341567_NT_AL_AA.fasta.zip,157,344,243
341640_NT_AL_AA.fasta.zip,174,3330,3166.5
341676_NT_AL_AA.fasta.zip,164,852,738.0
3416_NT_AL_AA.fasta.zip,129,1020,1016
341799_NT_AL_AA.fasta.zip,169,336,330
3417_NT_AL_AA.fasta.zip,189,416,414
341880_NT_AL_AA.fasta.zip,185,456,453
341883_NT_AL_AA.fasta.zip,141,1503,1481
3418_NT_AL_AA.fasta.zip,186,460,452.0
3419_NT_AL_AA.fasta.zip,163,367,364
341_NT_AL_AA.fasta.zip,118,88,87.0
342035_NT_AL_AA.fasta.zip,186,576,547.0
3420_NT_AL_AA.fasta.zip,188,392,384.0
342125_NT_AL_AA.fasta.zip,178,1130,1089.5
342184_NT_AL_AA.fasta.zip,168,1532,1374.0
3421_NT_AL_AA.fasta.zip,181,394,391
3422_NT_AL_AA.fasta.zip,120,230,228.0
342346_NT_AL_AA.fasta.zip,181,1332,920
342357_NT_AL_AA.fasta.zip,186,1111,965.0
342371_NT_AL_AA.fasta.zip,185,700,688
342372_NT_AL_AA.fasta.zip,164,1877,1528.5
3423_NT_AL_AA.fasta.zip,178,610,530.0
342527_NT_AL_AA.fasta.zip,183,476,446
342574_NT_AL_AA.fasta.zip,90,463,458.0
3425_NT_AL_AA.fasta.zip,180,660,633.0
342618_NT_AL_AA.fasta.zip,132,923,906.0
342667_NT_AL_AA.fasta.zip,186,423,405.0
3426_NT_AL_AA.fasta.zip,186,608,569.5
342865_NT_AL_AA.fasta.zip,172,326,273.0
342897_NT_AL_AA.fasta.zip,172,266,237.0
342898_NT_AL_AA.fasta.zip,158,143,134.0
342918_NT_AL_AA.fasta.zip,172,180,180.0
342945_NT_AL_AA.fasta.zip,126,613,487.0
342977_NT_AL_AA.fasta.zip,183,214,167
342979_NT_AL_AA.fasta.zip,183,1163,665
343035_NT_AL_AA.fasta.zip,186,203,195.0
343099_NT_AL_AA.fasta.zip,183,1465,1448
3430_NT_AL_AA.fasta.zip,186,297,275.0
343263_NT_AL_AA.fasta.zip,175,360,350
3433_NT_AL_AA.fasta.zip,140,483,454.0
343413_NT_AL_AA.fasta.zip,112,322,274.0
343450_NT_AL_AA.fasta.zip,177,1624,1133
343472_NT_AL_AA.fasta.zip,188,435,384.0
343521_NT_AL_AA.fasta.zip,187,237,219
343578_NT_AL_AA.fasta.zip,113,753,654
343637_NT_AL_AA.fasta.zip,181,233,219
343641_NT_AL_AA.fasta.zip,183,720,703
343702_NT_AL_AA.fasta.zip,174,596,574.0
343930_NT_AL_AA.fasta.zip,188,198,193.0
343990_NT_AL_AA.fasta.zip,180,1282,892.5
343_NT_AL_AA.fasta.zip,182,252,252.0
344018_NT_AL_AA.fasta.zip,180,174,169.0
344022_NT_AL_AA.fasta.zip,175,359,221
344148_NT_AL_AA.fasta.zip,179,1999,1851
344167_NT_AL_AA.fasta.zip,161,490,408
344191_NT_AL_AA.fasta.zip,184,519,470.0
344387_NT_AL_AA.fasta.zip,186,347,341.0
344558_NT_AL_AA.fasta.zip,169,935,831
344657_NT_AL_AA.fasta.zip,158,566,557.0
344658_NT_AL_AA.fasta.zip,183,472,446
344758_NT_AL_AA.fasta.zip,187,767,730
344805_NT_AL_AA.fasta.zip,189,740,730
344838_NT_AL_AA.fasta.zip,175,392,377
344892_NT_AL_AA.fasta.zip,168,229,225.0
344901_NT_AL_AA.fasta.zip,185,136,132
344905_NT_AL_AA.fasta.zip,170,1241,1217.0
344_NT_AL_AA.fasta.zip,184,105,101.0
345079_NT_AL_AA.fasta.zip,180,864,749.0
345193_NT_AL_AA.fasta.zip,188,722,674.0
345222_NT_AL_AA.fasta.zip,182,261,257.0
345274_NT_AL_AA.fasta.zip,188,374,365.0
345275_NT_AL_AA.fasta.zip,131,303,300
345456_NT_AL_AA.fasta.zip,186,139,137.0
345462_NT_AL_AA.fasta.zip,144,1332,557.0
3454_NT_AL_AA.fasta.zip,179,585,549
345557_NT_AL_AA.fasta.zip,183,321,321
3455_NT_AL_AA.fasta.zip,169,594,489
345630_NT_AL_AA.fasta.zip,121,400,321
345643_NT_AL_AA.fasta.zip,182,434,381.5
345651_NT_AL_AA.fasta.zip,167,380,375
3456_NT_AL_AA.fasta.zip,155,192,182
345757_NT_AL_AA.fasta.zip,176,212,190.0
345778_NT_AL_AA.fasta.zip,184,317,312.0
345895_NT_AL_AA.fasta.zip,182,753,708.5
3458_NT_AL_AA.fasta.zip,185,175,166
345930_NT_AL_AA.fasta.zip,188,972,905.0
3459_NT_AL_AA.fasta.zip,184,513,457.0
345_NT_AL_AA.fasta.zip,182,99,89.0
3460_NT_AL_AA.fasta.zip,183,325,297
346171_NT_AL_AA.fasta.zip,161,482,422
346288_NT_AL_AA.fasta.zip,161,427,422
346389_NT_AL_AA.fasta.zip,189,875,845
346562_NT_AL_AA.fasta.zip,174,355,353.0
346606_NT_AL_AA.fasta.zip,135,340,326
346653_NT_AL_AA.fasta.zip,166,306,298.0
346673_NT_AL_AA.fasta.zip,180,428,335.0
346689_NT_AL_AA.fasta.zip,175,443,395
346_NT_AL_AA.fasta.zip,172,162,122.0
347051_NT_AL_AA.fasta.zip,156,446,422.5
347088_NT_AL_AA.fasta.zip,131,948,849
347148_NT_AL_AA.fasta.zip,170,157,133.0
347240_NT_AL_AA.fasta.zip,187,1429,1354
347252_NT_AL_AA.fasta.zip,167,293,272
347273_NT_AL_AA.fasta.zip,19,385,347
347404_NT_AL_AA.fasta.zip,173,422,420
347411_NT_AL_AA.fasta.zip,165,118,110
347454_NT_AL_AA.fasta.zip,167,355,307
347475_NT_AL_AA.fasta.zip,184,334,322.0
347487_NT_AL_AA.fasta.zip,142,451,335.0
347516_NT_AL_AA.fasta.zip,168,338,336.0
3475_NT_AL_AA.fasta.zip,174,467,450.0
3476_NT_AL_AA.fasta.zip,184,351,339.0
347730_NT_AL_AA.fasta.zip,190,526,522.0
347731_NT_AL_AA.fasta.zip,181,586,581
347732_NT_AL_AA.fasta.zip,189,368,360
347734_NT_AL_AA.fasta.zip,190,439,430.0
347735_NT_AL_AA.fasta.zip,188,449,440.0
347736_NT_AL_AA.fasta.zip,184,325,308.0
347741_NT_AL_AA.fasta.zip,185,576,562
347853_NT_AL_AA.fasta.zip,179,399,380
347862_NT_AL_AA.fasta.zip,185,225,219
347902_NT_AL_AA.fasta.zip,174,534,520.0
3479_NT_AL_AA.fasta.zip,188,184,154.0
347_NT_AL_AA.fasta.zip,188,207,189.0
348013_NT_AL_AA.fasta.zip,142,331,309.0
348093_NT_AL_AA.fasta.zip,171,222,202
348094_NT_AL_AA.fasta.zip,184,490,475.0
3480_NT_AL_AA.fasta.zip,178,1407,1367.0
348110_NT_AL_AA.fasta.zip,120,226,226.0
348180_NT_AL_AA.fasta.zip,187,560,484
3481_NT_AL_AA.fasta.zip,170,192,181.0
348235_NT_AL_AA.fasta.zip,162,122,119.0
348262_NT_AL_AA.fasta.zip,179,98,97
3482_NT_AL_AA.fasta.zip,179,2659,2435
348303_NT_AL_AA.fasta.zip,140,1000,295.0
348378_NT_AL_AA.fasta.zip,178,195,187.0
3483_NT_AL_AA.fasta.zip,180,612,597.0
348487_NT_AL_AA.fasta.zip,182,312,266.0
3484_NT_AL_AA.fasta.zip,181,277,246
3485_NT_AL_AA.fasta.zip,178,339,309.0
348654_NT_AL_AA.fasta.zip,188,945,904.0
3486_NT_AL_AA.fasta.zip,176,302,288.0
348793_NT_AL_AA.fasta.zip,187,360,358
3487_NT_AL_AA.fasta.zip,184,266,258.0
348801_NT_AL_AA.fasta.zip,173,213,176
348807_NT_AL_AA.fasta.zip,183,599,543
3488_NT_AL_AA.fasta.zip,183,276,271
348932_NT_AL_AA.fasta.zip,169,616,588
348938_NT_AL_AA.fasta.zip,185,414,398
348980_NT_AL_AA.fasta.zip,169,978,871
348995_NT_AL_AA.fasta.zip,188,383,380.0
3489_NT_AL_AA.fasta.zip,183,264,236
348_NT_AL_AA.fasta.zip,186,312,286.0
3490_NT_AL_AA.fasta.zip,180,290,282.0
349136_NT_AL_AA.fasta.zip,179,390,355
349149_NT_AL_AA.fasta.zip,153,270,259
3491_NT_AL_AA.fasta.zip,188,402,380.0
349565_NT_AL_AA.fasta.zip,180,237,232.0
349633_NT_AL_AA.fasta.zip,116,319,178.0
349667_NT_AL_AA.fasta.zip,178,436,420.0
34_NT_AL_AA.fasta.zip,184,423,420.0
350383_NT_AL_AA.fasta.zip,173,362,349
3508_NT_AL_AA.fasta.zip,186,1032,954.5
350_NT_AL_AA.fasta.zip,185,348,343
3512_NT_AL_AA.fasta.zip,189,166,158
3516_NT_AL_AA.fasta.zip,179,486,481
351_NT_AL_AA.fasta.zip,188,777,770.0
